"name","category","evas","longitude","latitude"
"Seelze Pbf",4,"08005507",9.594314,52.391675
"Seerhausen",6,"08012975",13.240079,51.270271
"Seesen",5,"08000043",10.1735705,51.8870741
"Seeshaupt",6,"08005508",11.28703,47.822783
"Sehlem (Kr Wittlich)",6,"08005510",6.823421,49.906959
"Sehnde",5,"08005511",9.962528,52.318075
"Seitschen",6,"08012981",14.325332,51.153767
"Selb Nord",7,"08005516",12.134605,50.178915
"Selb Stadt",7,"08005517",12.126305,50.174216
"Selb-Plößberg",6,"08005518",12.119884,50.188948
"Selbitz",6,"08005520",11.748405,50.316476
"Seligenstadt (Hess)",6,"08005522",8.967472,50.04146
"Seligenstadt (b Würzburg)",6,"08005523",10.102454,49.85426
"Selm",7,"08005525",7.453406,51.706644
"Selm-Beifang",6,"08005526",7.454609,51.693672
"Seltendorf",7,"08012984",11.064095,50.386897
"Senden",5,"08005532",10.050502,48.324016
"Senden-Bösensell",5,"08001065",7.487687,51.90703
"Senftenberg",5,"08010327",14.0042156,51.5273491
"Sennfeld",6,"08005536",9.380518,49.378762
"Serrig",6,"08005539",6.569981,49.577132
"Sersheim",5,"08005540",9.018508,48.958916
"Seubersdorf",5,"08005543",11.628123,49.167648
"Seulberg",5,"08005544",8.646005,50.241906
"Seulbitz",7,"08005545",11.868771,50.20982
"Seybothenreuth",6,"08005547",11.705542,49.894417
"Siebeldingen-Birkweiler",7,"08005551",8.042565,49.20927
"Siedlinghausen",7,"08005555",8.473835,51.257761
"Siegburg/Bonn",3,"08005556",7.203026,50.793915
"Siegelsdorf",4,"08005557",10.875519,49.50635
"Siegen Hbf",3,"08000046",8.016508,50.875939
"Siegen-Geisweid",6,"08003018",8.014352,50.915581
"Siegen-Weidenau",4,"08003020",8.029842,50.895966
"Sierksdorf",6,"08005561",10.769108,54.068523
"Siersburg",6,"08005562",6.665362,49.361696
"Siershahn",6,"08000060",7.7713117,50.4859377
"Siglingen",6,"08005566",9.305336,49.297435
"Sigmaringen",5,"08000069",9.221851,48.086984
"Sigmaringendorf",7,"08005568",9.26072359,48.0688994
"Silbach",7,"08005569",8.481124,51.22367
"Silberhausen",6,"08012993",10.34241,51.319425
"Simmelsdorf-Hüttenbach",6,"08005572",11.341671,49.598459
"Sindelfingen",6,"08005574",8.999075,48.703891
"Sindorf",6,"08005575",6.681106,50.903707
"Singen (Hohentwiel)",2,"08000073",8.84126902,47.7588801
"Singen (Thür)",6,"08012998",11.067263,50.727804
"Singen-Industriegebiet",6,"08079616",8.872131,47.75945
"Singen-Landesgartenschau",6,"08005560",8.82711232,47.760941
"Singlis",6,"08005576",9.323773,51.058605
"Sinn",6,"08005577",8.32512617,50.6497717
"Sinsheim (Elsenz) Hbf",4,"08005578",8.8751,49.250353
"Sinsheim Museum/Arena",6,"08070097",8.8998431,49.2413729
"Sinzheim",6,"08005587",8.158429,48.75988
"Sinzheim Nord",6,"08005588",8.169792,48.770819
"Sinzig (Rhein)",4,"08005580",7.25822389,50.5468464
"Sinzing (b Regensburg)",6,"08005581",12.037653,48.990796
"Sipplingen",6,"08005582",9.095524,47.795587
"Soest",3,"08000076",8.104589,51.578419
"Sohl",7,"08013002",12.2824359,50.2756552
"Sohland",6,"08013003",14.431926,51.053738
"Solingen Hbf",2,"08000087",7.004187,51.160766
"Solingen Vogelpark",5,"08006714",6.992398,51.166711
"Solingen-Grünewald",5,"08005597",7.079004,51.163899
"Solingen-Mitte",5,"08005598",7.088716,51.16574
"Solingen-Schaberg",6,"08005590",7.128182,51.163206
"Sollstedt",6,"08013004",10.529848,51.413673
"Solms",6,"08005592",8.40658486,50.5456822
"Solnhofen",6,"08005593",10.993983,48.891987
"Solpke",7,"08013005",11.294178,52.500416
"Soltau (Han)",4,"08000088",9.831109,52.983017
"Soltau (Han) Nord",7,"08005594",9.861013,53.001364
"Soltendieck",7,"08000445",10.761416,52.874209
"Sondern",6,"08005600",7.842578,51.073085
"Sondernheim",6,"08005602",8.360272,49.194981
"Sondershausen",6,"08010329",10.849193,51.370054
"Sonneberg (Thür) Hbf",4,"08013008",11.168848,50.355078
"Sonneberg (Thür) Nord",7,"08013009",11.20755,50.365478
"Sonneberg (Thür) Ost",7,"08013010",11.201293,50.352252
"Sonneberg (Thür) West",7,"08013011",11.159071,50.368031
"Sonnenallee",4,"08089327",13.455851,52.473101
"Sontheim (Schwab)",6,"08005607",10.346939,48.0118096
"Sontheim-Brenz",6,"08005608",10.284863,48.559324
"Sonthofen",4,"08005609",10.2720934,47.5132841
"Sontra",6,"08005610",9.930934,51.072153
"Sottrum",5,"08005613",9.25003,53.101242
"Spaichingen",5,"08005616",8.740147,48.068987
"Spaichingen Mitte",7,"08005617",8.730425,48.078502
"Spay",6,"08005622",7.645473,50.255544
"Speicher",6,"08005624",6.615911,49.929184
"Speikern",6,"08005625",11.336992,49.528639
"Speyer Hbf",4,"08005628",8.427949,49.324119
"Speyer Nord-West",6,"08005626",8.419263,49.333592
"Spich",5,"08005629",7.114916,50.826727
"Spiegelau",7,"08005630",13.35926,48.917723
"Sponholz",6,"08013017",13.366401,53.563854
"Spornitz",6,"08013018",11.710976,53.412351
"Spremberg",6,"08010330",14.397498,51.574757
"Sprendlingen (Rheinhess)",6,"08005637",7.981795,49.858947
"Springe",4,"08005638",9.556238,52.21515
"Springpfuhl",4,"08089040",13.53674,52.526348
"Sprötze",5,"08005640",9.812245,53.309429
"St Egidien",5,"08010331",12.622556,50.789568
"St. Alban",6,"08005639",11.105359,47.964133
"St. Georgen (Schwarzw)",5,"08005644",8.341955,48.123813
"St. Goar",5,"08005645",7.714587,50.150155
"St. Goarshausen",6,"08005646",7.71442473,50.1559423
"St. Ilgen/Sandhausen",5,"08005648",8.668715,49.341268
"St. Ingbert",3,"08005649",7.110814,49.274763
"St. Koloman",6,"08005652",11.882965,48.243747
"St. Mang",6,"08005653",10.325539,47.708899
"St. Michaelisdonn",5,"08005655",9.118006,53.98962
"St. Ottilien",6,"08005656",11.04839,48.094544
"St. Thomas",6,"08005658",6.601076,50.069788
"St. Wendel",4,"08005659",7.165293,49.466952
"Stade",4,"08000089",9.477008,53.596143
"Stadt Wehlen (Sachs)",5,"08013022",14.032242,50.953718
"Stadtallendorf",4,"08005661",9.0152961,50.8252082
"Stadthagen",4,"08005662",9.189426,52.332837
"Stadthausbrücke",4,"08005663",9.984804,53.549465
"Stadtilm",6,"08013023",11.070817,50.766956
"Stadtoldendorf",6,"08005665",9.620519,51.881002
"Stadtroda",6,"08013025",11.722792,50.868216
"Staffel",6,"08005668",8.04601684,50.3995116
"Stahringen",6,"08077773",8.976275,47.787663
"Stambach",7,"08005673",7.456623,49.239171
"Stammbach",7,"08005674",11.704894,50.154633
"Stapelburg",7,"08013432",10.671721,51.900281
"Starnberg",4,"08005676",11.34367,47.995963
"Starnberg-Nord",4,"08005675",11.347386,48.005975
"Stauchitz",6,"08013029",13.21192,51.242914
"Staudernheim",5,"08005678",7.693103,49.780582
"Staufenberg-Speele",6,"08005623",9.563559,51.377458
"Staßfurt",5,"08010332",11.587898,51.851258
"Stederdorf (Kr Uelzen)",7,"08005682",10.592702,52.907428
"Stegenwaldhaus",7,"08005686",11.796809,50.31626
"Steina",6,"08013033",13.022657,51.103359
"Steinach (Baden)",6,"08005688",8.056469,48.298992
"Steinach (Thür)",7,"08013034",11.158644,50.432724
"Steinach (b Rothenburg o.d. Tauber)",4,"08000091",10.273535,49.453218
"Steinach Süd",7,"08013036",11.166781,50.423051
"Steinalben",7,"08005689",7.65161276,49.3162405
"Steinau (Straße)",5,"08005690",9.443162,50.314349
"Steinbach a Wald",5,"08005692",11.382922,50.441648
"Steinbach-Hallenberg",6,"08013037",10.558086,50.693163
"Steinebach",6,"08005699",11.206812,48.061184
"Steinefrenz",6,"08005700",7.938888,50.44842
"Steinen",5,"08005701",7.741561,47.641604
"Steinfeld (Oldb)",6,"08005703",8.198151,52.592797
"Steinfeld (Pfalz)",7,"08007858",8.039369,49.044675
"Steinfeld (b Stendal)",7,"08013039",11.728617,52.614734
"Steinfurt-Borghorst",6,"08001096",7.397539,52.118737
"Steinfurt-Burgsteinfurt",6,"08000062",7.32934,52.147384
"Steinfurt-Grottenkamp",6,"08005712",7.375921,52.123249
"Steinhagen (Westf)",6,"08005704",8.420787,52.017419
"Steinhagen (Westf) Bielefelder Straße",6,"08005702",8.436453,52.011416
"Steinhausen-Neuburg",7,"08013040",11.596334,53.942319
"Steinheim (Westf)",6,"08005708",9.088447,51.868177
"Steinheim-Sandebeck",7,"08005283",8.986954,51.818371
"Steinheim/Main",5,"08005706",8.906852,50.121369
"Steinpleis",6,"08010333",12.394074,50.708976
"Steinsfurt",6,"08005714",8.907978,49.235822
"Steintorbrücke",6,"08080580",11.986895,51.490201
"Steinweiler",6,"08005713",8.130696,49.120844
"Steinwenden",7,"08005715",7.5241971,49.4541216
"Stelle",5,"08005717",10.109023,53.387699
"Stellingen",4,"08002559",9.918336,53.589843
"Stendal Hbf",3,"08010334",11.854412,52.594723
"Stendal Hochschule",6,"08013045",11.8483686,52.6162339
"Stendal Vorbf",7,"08013046",11.87129,52.595836
"Stendal-Stadtsee",5,"08010335",11.836728,52.606837
"Stenn",7,"08013047",12.441635,50.678758
"Sterbfritz",7,"08005720",9.625417,50.312868
"Sternfeld",6,"08013051",13.15042,53.824775
"Sternschanze",3,"08070146",9.967204,53.563719
"Stetten (Donau)",7,"08005723",8.872354,48.022814
"Stetten (Schwab)",6,"08005725",10.43604,48.027663
"Stetten-Beinstein",5,"08005726",9.35245,48.811924
"Stettfeld-Weiher",5,"08005933",8.6369276,49.1836249
"Stift Keppel-Allenbach",7,"08005731",8.09223,50.977961
"Stockau",6,"08005734",11.666718,49.919576
"Stockdorf",4,"08005735",11.400845,48.093258
"Stockhausen (Lahn)",6,"08005736",8.325365,50.540536
"Stockheim (Oberfr)",6,"08005737",11.282133,50.306822
"Stockstadt (Main)",6,"08005739",9.063369,49.976627
"Stockstadt (Rhein)",6,"08005740",8.47244,49.809433
"Stolberg (Rheinl) Hbf",4,"08000348,08098348,08098349",6.217478,50.79448
"Stollberg (Sachs)",6,"08010337",12.773549,50.70931
"Stolpen",7,"08013057",14.08725,51.037051
"Stommeln",5,"08005746",6.752466,51.018092
"Storkow (Mark)",6,"08013058",13.9209,52.251632
"Storkower Straße",4,"08089041",13.464398,52.52391
"Storzingen",6,"08005747",9.127085,48.134881
"Stotternheim",6,"08013061",11.048324,51.052351
"Stralsund Hbf",3,"08010338",13.077321,54.308626
"Stralsund Rügendamm",6,"08013062",13.107522,54.305322
"Stralsund-Grünhufe",6,"08011778",13.04393,54.304298
"Strasburg (Uckerm)",6,"08010339",13.745272,53.515101
"Straubing",3,"08000095",12.574094,48.876978
"Straubing Hafen",7,"08006744",12.6625827,48.8917549
"Straubing Ost",7,"08006745",12.592248,48.876407
"Strausberg",4,"08010341,08089187",13.8334984,52.5320832
"Strausberg Nord",5,"08013064",13.908476,52.590146
"Strausberg Stadt",5,"08081420",13.888133,52.57698
"Straußfurt",6,"08010342",10.9874654,51.1638981
"Straß-Moos",7,"08005749",11.050315,48.711321
"Straßberg-Winterlingen",7,"08005750",9.087718,48.178747
"Straßkirchen",6,"08005752",12.720746,48.833615
"Stresow",5,"08089053",13.209125,52.531976
"Strohkirchen",7,"08013069",11.318463,53.398386
"Strullendorf",6,"08005760",10.96167,49.84555
"Struthütten",7,"08005761",7.973309,50.78144
"Stubben",6,"08005763",8.780519,53.405793
"Stumsdorf",6,"08010343",12.066859,51.616234
"Stuttgart Ebitzweg",7,"08005766",9.231701,48.803938
"Stuttgart Feuersee",3,"08006699",9.166273,48.772768
"Stuttgart Flughafen/Messe",4,"08005768",9.19263,48.690648
"Stuttgart Hbf",1,"08000096,08098096",9.181635,48.784084
"Stuttgart Neckarpark",4,"08006743",9.24105227,48.7919979
"Stuttgart Nord",5,"08005767",9.188026,48.803769
"Stuttgart Nürnberger Straße",5,"08004357",9.234858,48.806423
"Stuttgart Schwabstraße",3,"08006698",9.156959,48.770255
"Stuttgart Stadtmitte",3,"08006700",9.172925,48.776229
"Stuttgart Universität",4,"08006513",9.105398,48.745837
"Stuttgart Österfeld",4,"08005779",9.116774,48.737651
"Stuttgart-Bad Cannstatt",3,"08005769",9.217531,48.801377
"Stuttgart-Feuerbach",3,"08005770",9.169382,48.813673
"Stuttgart-Münster",7,"08005771",9.21586,48.820724
"Stuttgart-Obertürkheim",4,"08005772",9.267889,48.762013
"Stuttgart-Rohr",4,"08005773",9.108328,48.717902
"Stuttgart-Sommerrain",5,"08005774",9.248327,48.81527
"Stuttgart-Untertürkheim Pbf",3,"08005775",9.250569,48.779751
"Stuttgart-Vaihingen",3,"08005776",9.113226,48.726279
"Stuttgart-Weilimdorf",5,"08006268",9.094328,48.82208
"Stuttgart-Zazenhausen",7,"08005777",9.199539,48.836034
"Stuttgart-Zuffenhausen",3,"08005778",9.16697234,48.8294396
"Subzin-Liessow",7,"08013072",12.347623,53.891919
"Suchsdorf",6,"08005781",10.091264,54.349605
"Suderburg",6,"08005780",10.43279,52.904892
"Suerhop",7,"08005788",9.855154,53.315903
"Suhl",5,"08010345",10.682826,50.605145
"Suhl-Heinrichs",7,"08013077",10.638454,50.602098
"Sukow (b Schwerin)",7,"08013079",11.559558,53.554785
"Sulz (Neckar)",5,"08005791",8.636748,48.366485
"Sulzbach (Murr)",5,"08005795",9.500409,48.999461
"Sulzbach (Saar)",5,"08005796",7.055062,49.299561
"Sulzbach (Saar) Altenwald",6,"08005797",7.078876,49.312078
"Sulzbach (Taunus)",6,"08005798",8.527989,50.129833
"Sulzbach (Taunus) Nord",6,"08005799",8.51758003,50.1387697
"Sulzbach-Rosenberg",6,"08005800",11.739277,49.499478
"Sulzbach-Rosenberg Hütte",6,"08005801",11.775299,49.489036
"Sulzbachtal",6,"08006019",7.66367197,49.5227429
"Sulzberg",7,"08005802",10.363935,47.675214
"Sundgauer Straße",5,"08089042",13.274377,52.436544
"Swisttal-Odendorf",6,"08004616",6.879764,50.651162
"Syke",4,"08005809",8.809786,52.91616
"Syrau",6,"08013080",12.085313,50.544769
"Sythen",5,"08005811",7.226526,51.77176
"Sättelstädt",6,"08012826",10.480338,50.945914
"Sömmerda",4,"08010328",11.127584,51.1649544
"Sörup",6,"08005586",9.669912,54.716662
"Südende",5,"08089115",13.353894,52.448457
"Süderbrarup",6,"08005782",9.770907,54.637409
"Süderdeich",7,"08005783",8.911247,54.198185
"Sülldorf",5,"08005785",9.797519,53.581122
"Sülstorf",6,"08013073",11.388039,53.513998
"Sülzbach",6,"08005786",9.340458,49.14855
"Sülzbach Schule",6,"08005792",9.35153246,49.1448326
"Sülzenbrücken",6,"08013074",10.895873,50.887391
"Sünching",6,"08005787",12.356769,48.884159
"Süßen",4,"08005790",9.76028,48.683641
"Taben",6,"08005812",6.60081983,49.5526606
"Tamm (Württ)",4,"08005820",9.125828,48.921605
"Tangerhütte",6,"08013083",11.809943,52.433869
"Tangermünde",7,"08013084",11.969957,52.545741
"Tangermünde West",7,"08013085",11.960454,52.547736
"Tanndorf",6,"08013087",12.8481996,51.1615533
"Tannheim (Württ)",7,"08005823",10.09692,47.994955
"Tannroda",7,"08013089",11.247149,50.862446
"Tantow",6,"08013090",14.347926,53.269275
"Tapfheim",7,"08005824",10.694078,48.679208
"Tarp",6,"08005825",9.398599,54.664815
"Tating",7,"08005826",8.709512,54.322847
"Taubenheim (Spree)",6,"08013092",14.480637,51.0422
"Tauberfeld",6,"08005828",11.275691,48.819238
"Taucha (b Leipzig)",4,"08013093",12.4844706,51.3790166
"Taufkirchen",4,"08005831",11.609252,48.051552
"Tautenhain",6,"08013095",12.6791078,51.0900632
"Teicha",7,"08013097",11.9592941,51.5550546
"Teichland",6,"08012445",14.423813,51.818613
"Teisendorf",5,"08005833",12.834452,47.849397
"Telgte",6,"08005834",7.780876,51.981193
"Teltow",6,"08013100",13.29992,52.38863
"Teltow Stadt",5,"08080450",13.276623,52.396906
"Temmels",6,"08005835",6.462523,49.688479
"Templin",7,"08010347",13.491481,53.112345
"Templin Stadt",6,"08010117",13.5087874,53.1170683
"Teningen-Mundingen",6,"08005836",7.824408,48.128777
"Teschenhagen",6,"08013104",13.374233,54.389367
"Teschow",7,"08013105",11.637959,53.994354
"Tessin",6,"08013106",12.462614,54.032017
"Tessin West",7,"08079604",12.44257,54.034436
"Teterow",6,"08010348",12.577966,53.768437
"Teuchern",6,"08010349",12.016542,51.133858
"Teutschenthal",6,"08013110",11.782738,51.464358
"Teutschenthal Ost",6,"08013111",11.819821,51.465749
"Thale Hbf",5,"08013112",11.031048,51.746047
"Thale Musestieg",7,"08013125",11.04688,51.751434
"Thaleischweiler-Fröschen",6,"08005843",7.57867277,49.2612618
"Thalfingen (b Ulm)",6,"08005845",10.047853,48.432982
"Thann-Matzbach",6,"08005852",12.04746,48.26651
"Thansüß",7,"08005855",11.937845,49.622265
"Tharandt",4,"08013114",13.592111,50.982872
"Theisbergstegen",7,"08005857",7.448373,49.518978
"Theißen",6,"08013115",12.106626,51.090429
"Themar",6,"08010350",10.617521,50.506715
"Thesdorf",4,"08005858",9.813837,53.644372
"Thyrow",6,"08013123",13.259634,52.247228
"Thüngersheim",6,"08005864",9.840298,49.877985
"Thür",6,"08005865",7.27708,50.358808
"Tiebensee",7,"08005867",9.019229,54.219487
"Tiefenau",6,"08013124",13.413904,51.390689
"Tiefstack",5,"08005870",10.065591,53.531225
"Tiengen (Hochrhein)",5,"08005871",8.272003,47.635471
"Tiergarten",4,"08089091",13.336392,52.514061
"Timmendorferstrand",5,"08005874",10.76227,53.994212
"Titisee",4,"08005876",8.155069,47.903402
"Torgau",4,"08010351",12.991134,51.563036
"Torgelow",6,"08013131",14.008758,53.63462
"Tornesch",5,"08005887",9.71497,53.697313
"Tostedt",4,"08005888",9.732013,53.272046
"Traben-Trarbach DB",7,"08005889",7.120722,49.951565
"Trabitz",6,"08005890",11.894621,49.801467
"Trais-Horloff",7,"08005891",8.910969,50.45059
"Traunstein",3,"08000116",12.638801,47.869727
"Trebbin",5,"08013137",13.230382,52.217618
"Treben-Lehma",6,"08013138",12.440947,51.046935
"Trebgast",6,"08005895",11.5522903,50.0653281
"Trebitz (b Könnern)",7,"08013140",11.763092,51.704991
"Trebnitz (Mark)",6,"08013141",14.216504,52.538262
"Trechtingshausen",6,"08005896",7.852359,50.009042
"Treis-Karden",5,"08003179",7.299635,50.179836
"Treptower Park",4,"08089043",13.461441,52.493559
"Treuchtlingen",3,"08000122",10.908159,48.961267
"Treuen",7,"08013144",12.301859,50.547935
"Treuenbrietzen",7,"08013145",12.857911,52.091919
"Treuenbrietzen Süd",7,"08013146",12.880916,52.080609
"Treysa",4,"08000129",9.185673,50.910661
"Triangel",7,"08005901",10.57824,52.509506
"Triberg",5,"08005902",8.236806,48.140004
"Triebes",6,"08013150",12.023306,50.688044
"Triefenried",6,"08005903",13.052686,48.969669
"Trier Hafenstraße",4,"08005904",6.68272376,49.7920146
"Trier Hbf",2,"08000134",6.652453,49.756846
"Trier Süd",5,"08005905",6.63668633,49.7446305
"Trier West",5,"08005906",6.6235435,49.7517778
"Trier-Euren",6,"08001940",6.61229968,49.7380853
"Trier-Pallien",5,"08004752",6.63014,49.7642
"Trier-Zewen",6,"08006650",6.58089101,49.719988
"Triesdorf",6,"08005907",10.679144,49.200919
"Triptis",6,"08010352",11.872173,50.740882
"Trochtelfingen (b Bopfingen)",7,"08005908",10.401823,48.838365
"Troisdorf",3,"08000135",7.150892,50.813922
"Trompet",5,"08005910",6.669107,51.413489
"Tromsdorf",7,"08013152",11.481268,51.118495
"Trossingen Bahnhof",6,"08005911",8.585154,48.087664
"Tuttlingen",3,"08000163",8.798542,47.980579
"Tuttlingen Gänsäcker",7,"08005946",8.781233,47.964663
"Tuttlingen Nord",7,"08000456",8.823737,47.992605
"Tuttlingen Schulen",7,"08005925",8.801166,47.987335
"Tuttlingen Zentrum",7,"08079056",8.809435,47.985615
"Tutzing",3,"08005927",11.27289,47.907142
"Twistringen",4,"08005929",8.644832,52.79188
"Tönning",6,"08005885",8.937601,54.314139
"Töppeln",7,"08013129",12.006161,50.890855
"Tübingen Hbf",2,"08000141",9.05539513,48.5156414
"Tübingen-Derendingen",6,"08005917",9.05059,48.503486
"Tübingen-Lustnau",6,"08005918",9.094876,48.524048
"Türkenfeld",5,"08005920",11.077277,48.104725
"Türkheim (Bay) Bahnhof",5,"08000144",10.617439,48.04569
"Türkismühle",4,"08000154",7.114615,49.580358
"Ubbedissen",7,"08005930",8.637579,51.988447
"Ubstadt-Weiher",6,"08005931",8.623335,49.167021
"Uchtspringe",7,"08013158",11.592243,52.543674
"Uder",6,"08013159",10.062149,51.367042
"Uebigau",6,"08013160",13.296519,51.585421
"Ueckermünde",7,"08013162",14.05408,53.733923
"Ueckermünde Stadthafen",7,"08013156",14.052233,53.736202
"Uelzen",2,"08000168",10.553053,52.969781
"Uffenheim",6,"08005947",10.242887,49.551264
"Uffing am Staffelsee",5,"08005948",11.158954,47.72015
"Uhingen",5,"08005949",9.585528,48.708605
"Uhldingen-Mühlhofen",6,"08004595",9.248419,47.736997
"Uhlerborn",6,"08005950",8.142584,50.010673
"Uhlstädt",6,"08013164",11.462662,50.741642
"Uhsmannsdorf",6,"08013165",14.894309,51.328137
"Uhyst",7,"08013166",14.5090556,51.3628449
"Ulbersdorf",7,"08013168",14.219801,50.955621
"Ulm Hbf",2,"08000170",9.98260796,48.3993985
"Ulm Ost",6,"08005952",9.994631,48.407159
"Ulm-Donautal",6,"08005954",9.940355,48.36634
"Ulm-Söflingen",6,"08005955",9.958849,48.402726
"Umrathshausen Ort",7,"08005962",12.326966,47.805741
"Unadingen",7,"08005963",8.397886,47.881166
"Undorf",6,"08005966",11.939138,49.02714
"Unfriedsdorf",7,"08005967",11.752578,50.199537
"Unkel",5,"08005970",7.219678,50.602992
"Unna",3,"08000171",7.692858,51.538982
"Unna-Königsborn",6,"08005971",7.687808,51.55328
"Unna-West",6,"08003925",7.676431,51.53898
"Unnau-Korb",7,"08005972",7.888829,50.654168
"Unterammergau",7,"08005975",11.030051,47.617464
"Unterasbach",6,"08005976",10.98539,49.416691
"Unterelchingen",6,"08005983",10.100191,48.452989
"Unterföhring",4,"08005986",11.646772,48.19031
"Untergrainau",7,"08017042",11.042821,47.481117
"Untergriesheim",6,"08005989",9.222779,49.265104
"Unterhaching",5,"08005991",11.612359,48.064962
"Unterhausen (Bay)",6,"08005993",11.100288,48.716773
"Unterheckenhofen",6,"08005995",11.056154,49.213517
"Unterkochen",7,"08005997",10.126493,48.815008
"Unterlemnitz",7,"08010354",11.623841,50.469342
"Unterlenningen",7,"08005998",9.460555,48.565255
"Unterloquitz",7,"08013171",11.391975,50.580446
"Unterlüß",5,"08006001",10.300262,52.8348694
"Untermaßfeld",6,"08013172",10.415475,50.536633
"Unterreichenbach",6,"08006008",8.711284,48.826858
"Unterschleißheim",5,"08006688",11.568628,48.2737
"Untersteinach (b Stadtsteinach)",6,"08006017",11.528122,50.129846
"Unterwellenborn",7,"08013174",11.435073,50.659253
"Urbach (b Schorndorf)",5,"08006030",9.573734,48.804956
"Urft",6,"08006032",6.580173,50.512369
"Urmersbach",7,"08007357",7.13185,50.255912
"Urmitz Rheinbrücke",6,"08006036",7.52799511,50.4184173
"Urschalling",7,"08006037",12.33869,47.835815
"Urspring",6,"08006039",9.894569,48.550144
"Usch-Zendscheid",7,"08005342",6.602947,50.102659
"Uslar",6,"08006041",9.65524,51.654481
"Utting",6,"08006048",11.093969,48.022741
"Utzedel",6,"08013177",13.116222,53.860724
"Vach",5,"08006052",10.986146,49.517572
"Vachdorf",6,"08013179",10.538533,50.529337
"Vachendorf",7,"08006717",12.32188,47.826814
"Vahldorf",7,"08013180",11.499764,52.252389
"Vaihingen (Enz)",4,"08006053",8.957632,48.948118
"Vallendar",6,"08006054",7.61003852,50.3997167
"Varel (Oldb)",5,"08006056",8.150187,53.399098
"Vastorf",7,"08006058",10.555558,53.199049
"Vaterstetten",5,"08006059",11.76438,48.104109
"Vatterode",7,"08013182",11.4293003,51.5975443
"Vatteröder Teich",7,"08079152",11.4121771,51.5981141
"Vechelde",5,"08006060",10.35976,52.257212
"Vechta",6,"08006061",8.280367,52.728904
"Vechta Stoppelmarkt",7,"08087020",8.29204917,52.7483663
"Veddel",4,"08006062",10.013313,53.521703
"Vehlefanz",7,"08013183",13.114827,52.722332
"Veilsdorf",6,"08013184",10.813763,50.41533
"Veitshöchheim",5,"08006065",9.876196,49.831432
"Velbert-Langenberg",5,"08003529",7.122377,51.354764
"Velbert-Neviges",5,"08004340",7.090484,51.313159
"Velbert-Nierenhof",6,"08004430",7.134154,51.372376
"Velbert-Rosenhügel",6,"08006064",7.101725,51.300124
"Velden (b Hersbruck)",6,"08006067",11.518333,49.610808
"Velgast",5,"08010355",12.803137,54.277316
"Vellmar-Niedervellmar",6,"08004415",9.478438,51.351851
"Vellmar-Obervellmar",4,"08004597",9.452475,51.359679
"Vellmar-Osterberg/EKZ",5,"08006068",9.460796,51.35426
"Velten (Mark)",4,"08013185",13.172034,52.684889
"Ventschow",6,"08013186",11.580016,53.787208
"Verden (Aller)",3,"08006076",9.237855,52.920818
"Vernawahlshausen",7,"08006078",9.61414754,51.629438
"Vetschau",6,"08013188",14.081023,51.789759
"Vienenburg",4,"08000364",10.562174,51.955034
"Vierkirchen-Esterhofen",5,"08001922",11.445108,48.361118
"Viernau",6,"08013191",10.558908,50.667106
"Viersen",3,"08000174",6.403896,51.254947
"Vieselbach",6,"08013192",11.1383289,50.9929503
"Villingen (Schwarzw)",4,"08000366",8.465261,48.058022
"Villingen-Schwenningen Eisstadion",7,"08000356",8.528553,48.052772
"Villingen-Schwenningen Hammerstatt",7,"08000393",8.546922,48.060175
"Villmar",6,"08006083",8.18701923,50.3956526
"Vilseck",6,"08006085",11.801058,49.615629
"Vilshofen (Niederbay)",4,"08006086",13.190867,48.629551
"Vinzelberg",6,"08013194",11.67196,52.569185
"Visselhövede",6,"08006090",9.566642,52.980059
"Vlotho",6,"08006091",8.86419,52.1718
"Voerde (Niederrhein)",5,"08006098",6.688813,51.597541
"Vogelsang (Kr Oberhavel)",7,"08013198",13.385687,53.037712
"Vogelweh",6,"08006100",7.706011,49.438535
"Vohburg-Rockolding",6,"08006101",11.6089118,48.7394368
"Voigtsgrün",6,"08013201",12.426541,50.634018
"Voigtstedt",6,"08013202",11.306824,51.391632
"Voldagsen",6,"","",""
"Volkringhausen",7,"08006109",7.872214,51.359889
"Volpriehausen",7,"08006112",9.737822,51.660967
"Vorhop",7,"08006116",10.656384,52.64804
"Vormwald",7,"08006117",8.143094,50.980421
"Vormwald Dorf",7,"08006118",8.127215,50.989929
"Vorra (Pegnitz)",6,"08006120",11.4932942,49.5626732
"Vöhringen",6,"08006094",10.083628,48.279088
"Vöhrum",5,"08006095",10.1688015,52.3354309
"Völklingen",3,"08000175",6.848156,49.249091
"Völksen-Eldagsen",5,"08001741",9.626528,52.211875
"Wabern (Bz Kassel)",4,"08000368",9.35804,51.103134
"Wachenheim (Pfalz)",6,"08006125",8.191152,49.4393
"Wackershofen-Freilandmuseum",6,"08006135",9.697115,49.137249
"Waffenbrunn",7,"08006134",12.675032,49.261541
"Waggonfabrik",6,"08006136",8.235108,50.014915
"Waghäusel",4,"08006137",8.508313,49.248186
"Wahlbach (Kr Siegen)",7,"08006139",8.053783,50.758416
"Wahlitz",7,"08013205",11.788868,52.109177
"Wahlstedt",6,"08007273",10.2298661,53.9610551
"Wahrenholz",6,"08006144",10.606954,52.608002
"Waiblingen",3,"08000180",9.299882,48.826124
"Waibstadt",6,"08007442",8.919354,49.300941
