"name","category","evas","longitude","latitude"
"Erkner",3,"08013477,08089181",13.7522435,52.4275606
"Erkrath",5,"08001841",6.902412,51.220458
"Erlangen",3,"08001844",11.0016382,49.5958303
"Erlangen Paul-Gossen-Straße",5,"08001846",10.99939,49.579293
"Erlangen-Bruck",5,"08001845",10.9971428,49.5699191
"Erlau (Sachs)",6,"08011507",12.943035,51.00863
"Erndtebrück",5,"08001851",8.255317,50.991234
"Ernsgaden",6,"08001853",11.573292,48.733309
"Ernstthal am Rennsteig",7,"08011512",11.164312,50.496511
"Erpel (Rhein)",6,"08001858",7.241594,50.582064
"Erpolzheim",6,"08001860",8.210697,49.488326
"Erzhausen",4,"08001864",8.65099311,49.9508678
"Erzingen (Baden)",4,"08001865",8.430123,47.659541
"Eschborn",5,"08001870",8.560971,50.143618
"Eschborn Süd",5,"08001871",8.578487,50.133563
"Eschede",6,"08001872",10.2308437,52.7412804
"Eschelbronn",7,"08007443",8.867796,49.323982
"Eschenau (Mittelfr)",6,"08001875",11.198618,49.575385
"Eschenau (b Heilbronn)",6,"08001874",9.402735,49.143785
"Eschenbach (b Markt Erlbach)",7,"08001877",10.671636,49.482234
"Eschenlohe",6,"08001880",11.187945,47.601745
"Eschhofen",5,"08001883",8.10442865,50.3934844
"Eschweiler Hbf",4,"08001886",6.251937,50.813532
"Esens (Ostfriesl)",6,"08001890",7.616211,53.636214
"Espelkamp",6,"08001894",8.613358,52.378688
"Espenau-Mönchehof",6,"08004060",9.455955,51.390674
"Essen (Oldb)",6,"08001899",7.945437,52.723882
"Essen Hbf",1,"08000098",7.014793,51.451355
"Essen Stadtwald",4,"08001896",7.023296,51.422853
"Essen Süd",5,"08001897",7.023098,51.439295
"Essen West",4,"08001898",6.979798,51.454497
"Essen-Altenessen",5,"08001900",7.007252,51.48437
"Essen-Bergeborbeck",6,"08001901",6.977111,51.480396
"Essen-Borbeck",5,"08001902",6.948461,51.473103
"Essen-Borbeck Süd",5,"08005031",6.953922,51.461673
"Essen-Dellwig",6,"08001903",6.922269,51.487923
"Essen-Dellwig Ost",6,"08001904",6.927211,51.487604
"Essen-Eiberg",5,"08001905",7.109691,51.441814
"Essen-Frohnhausen",4,"08001906",6.965285,51.455113
"Essen-Gerschede",5,"08001907",6.943309,51.483036
"Essen-Holthausen",6,"08006514",7.072649,51.417711
"Essen-Horst",6,"08006194",7.102741,51.431214
"Essen-Hügel",5,"08001908",7.00882137,51.4045167
"Essen-Kray Nord",6,"08001910",7.080476,51.46943
"Essen-Kray Süd",6,"08001911",7.074655,51.458055
"Essen-Kupferdreh",5,"08001912",7.080247,51.390945
"Essen-Steele",4,"08000099",7.075552,51.450684
"Essen-Steele Ost",4,"08001913",7.088561,51.444201
"Essen-Werden",5,"08001915",6.997845,51.386828
"Essen-Zollverein Nord",6,"08001909",7.046744,51.493609
"Essen-Überruhr",6,"08001914",7.068716,51.428541
"Esslingen (Neckar)",3,"08001920",9.30052221,48.7385453
"Esslingen-Mettingen",3,"08001921",9.27583,48.747083
"Esslingen-Zell",3,"08006642",9.359389,48.724328
"Esting",4,"08001996",11.317322,48.212196
"Etelsen",4,"08001924",9.123745,52.999203
"Ettenhausen",7,"08011519",10.232251,50.874563
"Etterzhausen",6,"08001925",11.978031,49.030609
"Ettlingen West",5,"08001926",8.387878,48.947182
"Etzbach",6,"08001928",7.68865943,50.7813234
"Etzelwang",6,"08001929",11.586408,49.525525
"Etzleben",6,"08011520",11.181128,51.258077
"Eubigheim",7,"08001933",9.538015,49.501732
"Euerdorf",7,"08001935",10.027633,50.149535
"Euskirchen",3,"08000100",6.792193,50.65776
"Euskirchen-Kreuzweingarten",7,"08003440",6.796055,50.613054
"Euskirchen-Kuchenheim",6,"08003462",6.834478,50.655602
"Euskirchen-Stotzheim",6,"08005748",6.8110621,50.6341994
"Eutin",5,"08001941",10.610123,54.135343
"Eutingen (Baden)",5,"08001942",8.743772,48.909846
"Eutingen Nord",6,"08001944",8.7531,48.4847
"Eutingen im Gäu",4,"08000101",8.782236,48.479952
"Eyach",6,"08001946",8.783101,48.446288
"Eystrup",6,"08001949",9.23139,52.783369
"Eßleben",6,"08001919",10.085225,49.943101
"Fachingen (Lahn)",6,"08001950",7.992566,50.361781
"Fahrenkrug",7,"08001953",10.253159,53.943962
"Fahrnau",6,"08001954",7.839425,47.66156
"Falkenau (Sachs) Süd",6,"08011529",13.110263,50.84935
"Falkenberg (Elster)",3,"08010103",13.247685,51.58362
"Falkenberg (Mark)",6,"08011531",13.959985,52.808176
"Falkensee",5,"08013479",13.089636,52.559772
"Falkenstein (Vogtl)",6,"08010106",12.3610944,50.4790562
"Fallersleben",5,"08001957",10.717325,52.423496
"Fangschleuse",6,"08011533",13.824926,52.406725
"Farchant",6,"08001961",11.11486,47.53097
"Fasanenpark",5,"08001963",11.609378,48.079713
"Faurndau",6,"08001965",9.616047,48.710807
"Favoritepark",5,"08001967",9.180233,48.909209
"Feilitzsch",6,"08001969",11.934034,50.364324
"Feldafing",5,"08001970",11.290224,47.946938
"Feldberg-Bärental",6,"08001971",8.098294,47.871444
"Felde",6,"08001977",9.947018,54.309847
"Feldhausen",6,"08001972",6.973216,51.614953
"Feldkirchen (b München)",5,"08001973",11.732103,48.151846
"Feldolling",7,"08001966",11.852244,47.895336
"Fellbach",3,"08001974",9.27059948,48.8202977
"Felsberg-Altenbrunslar",6,"08000520",9.445462,51.165227
"Felsberg-Gensungen",6,"08002236",9.43563,51.131122
"Felsberg-Wolfershausen",6,"08006546",9.45006,51.186552
"Ferch-Lienewitz",7,"08013480",12.964073,52.303553
"Ferdinandshof",6,"08011536",13.881913,53.660087
"Fermerswalde",6,"08011537",13.173589,51.642998
"Ferndorf (Kr Siegen)",7,"08001976",8.009227,50.959453
"Feucht",3,"08001978",11.204207,49.381947
"Feucht Ost",6,"08001988",11.220502,49.376032
"Feucht-Moosbach",6,"08002520",11.260901,49.387913
"Feuerbachstraße",5,"08089012",13.332575,52.463546
"Fichtenberg",6,"08001982",9.700763,48.987346
"Filderstadt",5,"08001984",9.217709,48.676493
"Filsen",6,"08001983",7.58339345,50.2390089
"Finkenheerd",6,"08011540",14.569595,52.249419
"Finkenkrug",6,"08011541",13.051255,52.569663
"Finnentrop",3,"08000102",7.964563,51.173048
"Finningerstraße",6,"08001985",10.026228,48.389993
"Finsterwalde (Niederlausitz)",5,"08011542",13.710388,51.637001
"Fischbach (b Nürnberg)",5,"08001989",11.17407,49.41334
"Fischbach-Camphausen",6,"08001990",7.031132,49.304744
"Fischbach-Weierbach",6,"08001991",7.404671,49.738901
"Fischbachau",6,"08001992",11.9335395,47.7056536
"Fischbek",6,"08002556",9.819561,53.474731
"Fischen",5,"08001995",10.271717,47.456591
"Fischhausen-Neuhaus",6,"08001998",11.873281,47.7062601
"Flechtingen",6,"08011544",11.261352,52.347968
"Fleetmark",6,"08011545",11.378693,52.790802
"Flensburg",3,"08000103",9.436526,54.774039
"Flieden",5,"08002010",9.57756758,50.4217703
"Flintbek",6,"08002011",10.062913,54.243349
"Flintsbach",6,"08002012",12.128024,47.724252
"Flomersheim",6,"08002014",8.333801,49.513958
"Flughafen BER",2,"08011201,08089201",13.5119498,52.3648038
"Flughafen Leipzig/Halle",4,"08012183",12.223426,51.423338
"Flughafen München",4,"08004168,08070786,08070787,08077108",11.78597,48.353728
"Flughafen München Besucherpark",4,"08004167,08077708",11.764185,48.352095
"Flöha",4,"08010108",13.075152,50.854355
"Flörsheim (Main)",4,"08002013",8.431013,50.017211
"Fohrde",7,"08011550",12.46282,52.484148
"Forchheim (Oberfr)",4,"08002024",11.069859,49.71707
"Forchheim (b Karlsruhe)",5,"08002023",8.338934,48.964785
"Forchheim Nord",6,"08003892",11.0644,49.7322
"Fornsbach",6,"08002026",9.642498,48.975445
"Forst (Lausitz)",6,"08010111",14.637628,51.738882
"Forsthaus",6,"08002027",6.503498,51.303412
"Forth",6,"08002029",11.221457,49.591698
"Frankenberg (Sachs)",6,"08011553",13.043191,50.911233
"Frankenberg (Sachs) Süd",7,"08011554",13.036378,50.902784
"Frankenstein (Pfalz)",6,"08002036",7.969802,49.438867
"Frankenstein (Sachs)",6,"08011556",13.2284671,50.9029212
"Frankenthal Hbf",3,"08000332",8.349702,49.535567
"Frankenthal Süd",4,"08002025",8.349558,49.522649
"Frankfurt (Main) Flughafen Regionalbahnhof",3,"08070004",8.571251,50.051219
"Frankfurt (Main) Galluswarte",4,"08006690",8.64472,50.10403
"Frankfurt (Main) Hauptwache",3,"08006692",8.678947,50.113926
"Frankfurt (Main) Hbf",1,"08000105,08098105",8.663789,50.107145
"Frankfurt (Main) Konstablerwache",3,"08004429",8.687098,50.114623
"Frankfurt (Main) Lokalbahnhof",4,"08002038",8.693025,50.102171
"Frankfurt (Main) Mühlberg",4,"08002034",8.70060593,50.101915
"Frankfurt (Main) Niederrad",3,"08002050",8.63701344,50.0809969
"Frankfurt (Main) Ost",5,"08002039",8.70864,50.112574
"Frankfurt (Main) Ostendstraße",3,"08002058",8.696987,50.112562
"Frankfurt (Main) Stresemannallee",4,"08002059",8.67126793,50.0943686
"Frankfurt (Main) Süd",2,"08002041",8.686457,50.099365
"Frankfurt (Main) Taunusanlage",3,"08006691",8.668864,50.113565
"Frankfurt (Main) West",3,"08002042",8.63939524,50.1192986
"Frankfurt (Oder)",2,"08010113",14.546496,52.336416
"Frankfurt (Oder)-Neuberesinchen",7,"08011557",14.54605,52.322329
"Frankfurt (Oder)-Rosengarten",6,"08011559",14.472631,52.337769
"Frankfurt am Main Flughafen Fernbahnhof",3,"08070003",8.570185,50.053167
"Frankfurt am Main Gateway Gardens",4,"08002060",8.59449506,50.0565739
"Frankfurt am Main Messe",4,"08079632",8.64351779,50.111736
"Frankfurt am Main Stadion",3,"08002040",8.633247,50.068228
"Frankfurt am Main-Ginnheim",4,"08002037",8.6431396,50.1429986
"Frankfurt-Berkersheim",5,"08002043",8.697827,50.176486
"Frankfurt-Eschersheim",5,"08002045",8.65520954,50.1582983
"Frankfurt-Frankfurter Berg",4,"08002044",8.67655724,50.1702242
"Frankfurt-Griesheim",4,"08002046",8.606394,50.094334
"Frankfurt-Höchst",3,"08000106",8.54237,50.102634
"Frankfurt-Höchst Farbwerke",5,"08002051",8.5283196,50.0984534
"Frankfurt-Louisa",4,"08002047",8.670369,50.083956
"Frankfurt-Mainkur",5,"08002048",8.767437,50.134603
"Frankfurt-Nied",5,"08002049",8.570734,50.102519
"Frankfurt-Rödelheim",3,"08002052",8.607026,50.124615
"Frankfurt-Sindlingen",5,"08002053",8.512259,50.087497
"Frankfurt-Sossenheim",6,"08002054",8.553526,50.115074
"Frankfurt-Zeilsheim",5,"08002055",8.506011,50.090124
"Frankleben",6,"08011560",11.937582,51.309561
"Frauenau",7,"08002057",13.300048,48.987653
"Frauenhain",6,"08011563",13.503636,51.384223
"Frechen-Königsdorf",5,"08002389",6.777846,50.936501
"Freckleben",7,"08011564",11.54413,51.702365
"Freden (Leine)",6,"08002063",9.899006,51.927787
"Fredersdorf (b Berlin)",5,"08080440",13.760628,52.526212
"Freiberg (Neckar)",5,"08002065",9.197796,48.930107
"Freiberg (Sachs)",4,"08010115",13.344141,50.908725
"Freiburg (Breisgau) Hbf",2,"08000107",7.84117,47.997697
"Freiburg Messe/Universität",6,"08000453",7.832668,48.012918
"Freiburg-Herdern",6,"08002067",7.850973,48.008237
"Freiburg-Klinikum",6,"08002077",7.842755,48.005562
"Freiburg-Landwasser",6,"08002066",7.81086,48.0288
"Freiburg-Littenweiler",5,"08002068",7.895133,47.981672
"Freiburg-St Georgen",6,"08002069",7.803006,47.975496
"Freiburg-Wiehre",5,"08002070",7.854127,47.982413
"Freiburg-Zähringen",6,"08002071",7.863734,48.024363
"Freienorla",7,"08011567",11.540139,50.771382
"Freihalden",6,"08002074",10.5022,48.384704
"Freihung",6,"08002076",11.902879,49.627221
"Freihöls",7,"08002075",12.0193553,49.4015378
"Freilassing",3,"08000108",12.977193,47.836916
"Freilassing-Hofham",6,"08002085",12.968277,47.831196
"Freinsheim",4,"08000374",8.205192,49.501493
"Freising",3,"08002078",11.744539,48.395195
"Freital-Deuben",5,"08011569",13.646432,50.999358
"Freital-Hainsberg",5,"08010116",13.637938,50.988898
"Freital-Hainsberg West",6,"08011570",13.622714,50.981083
"Freital-Potschappel",5,"08013445",13.662552,51.013894
"Frellstedt",6,"08002080",10.909994,52.213749
"Fremersdorf",6,"08002083",6.647942,49.409926
"Frenz",6,"08011571",11.898933,51.749194
"Fresenburg",7,"08002086",10.390584,53.842599
"Fretzdorf",7,"08011572",12.545846,53.065105
"Freudenstadt Hbf",5,"08000110",8.428803,48.460322
"Freusburg Siedlung",6,"08002092",7.897253,50.815983
"Freyburg (Unstrut)",7,"08011573",11.767313,51.209079
"Frickhofen",6,"08002095",8.030676,50.504908
"Fridingen (b Tuttlingen)",6,"08002096",8.93606,48.031822
"Friedberg (Hess)",3,"08000111",8.762056,50.332606
"Friedberg (b Augsburg)",5,"08002099",10.982487,48.352043
"Friedberg Süd",7,"08002105",8.747646,50.320279
"Friedelhausen",6,"08002100",8.710961,50.671607
"Friedenau",4,"08089058",13.341388,52.470586
"Friedersdorf (b Königs Wusterhausen)",6,"08011574",13.786518,52.289563
"Friedland (Han)",6,"08002102",9.914746,51.421562
"Friedrich-Wilhelms-Hütte",5,"08002104",7.159382,50.802044
"Friedrichroda",7,"08011578",10.576685,50.862151
"Friedrichsberg",4,"08002106",10.057433,53.576328
"Friedrichsdorf (Taunus)",4,"08002108",8.644776,50.25249
"Friedrichsfeld (Niederrhein)",5,"08002109",6.651121,51.6216
"Friedrichsfelde Ost",4,"08089059",13.520254,52.514169
"Friedrichshafen Flughafen",5,"08002120",9.523714,47.672213
"Friedrichshafen Hafen",5,"08002110",9.482819,47.651208
"Friedrichshafen Landratsamt",7,"08002122",9.451988,47.657146
"Friedrichshafen Manzell",6,"08003850",9.429156,47.66432
"Friedrichshafen Ost",6,"08002030",9.502018,47.651706
"Friedrichshafen Stadt",3,"08000112",9.4739,47.653224
"Friedrichshafen-Fischbach",7,"08002111",9.417383,47.672481
"Friedrichshafen-Kluftern",7,"08003345",9.409515,47.688149
"Friedrichsruhe (Meckl)",7,"08011582",11.739088,53.524802
"Friedrichssegen",6,"08002114",7.65073299,50.3119546
"Friedrichstadt",5,"08002115",9.079258,54.377487
"Friedrichstal (Baden)",6,"08002116",8.47413898,49.1009702
"Friedrichsthal (Saar)",6,"08002117",7.08913,49.320061
"Friedrichsthal Mitte",6,"08002132",7.093916,49.32716
"Friesack (Mark)",6,"08011585",12.587542,52.760712
"Friesdorf",7,"08011586",11.3020885,51.5894595
"Friesdorf Ost",7,"08011587",11.323432,51.59782
"Friesenheim (Baden)",6,"08002123",7.862948,48.381589
"Frimmersdorf",6,"08002127",6.56654119,51.0461427
"Frohburg",6,"08011588",12.559288,51.069159
"Frommern",6,"08002133",8.872122,48.244034
"Fronhausen (Lahn)",6,"08002134",8.69912267,50.7060576
"Frose",6,"08010119",11.374843,51.793636
"Fröndenberg",3,"08000113",7.762198,51.471254
"Fröndenberg-Frömern",7,"08002130",7.735929,51.499263
"Fröttstädt",5,"08010118",10.573019,50.930357
"Fulda",2,"08000115",9.68416929,50.5549058
"Fuldatal-Ihringshausen",6,"08003053",9.52607,51.348591
"Furth (b Deisenhofen)",5,"08002161",11.593281,48.035521
"Furth im Wald",4,"08002159",12.838811,49.309812
"Föhren",6,"08002018",6.767531,49.857099
"Förbau",6,"08002019",11.910685,50.207519
"Förderstedt",7,"08011549",11.633757,51.903517
"Förtha (Kr Eisenach)",6,"08010110",10.262007,50.938853
"Förtschendorf",6,"08002020",11.350128,50.392901
"Fürfurt",6,"08002137",8.253138,50.430492
"Fürstenberg (Havel)",5,"08010399",13.139273,53.186784
"Fürstenfeldbruck",4,"08002141",11.262148,48.171656
"Fürstenwalde (Spree)",4,"08010120",14.05964,52.366858
"Fürstenwalde (Spree) Süd",7,"08011591",14.086609,52.341895
"Fürth (Bay) Hbf",2,"08000114",10.989988,49.469707
"Fürth (Odenw)",6,"08002150",8.781003,49.648534
"Fürth Westvorstadt",6,"08002149",10.9714794,49.4690305
"Fürth-Burgfarrnbach",5,"08002152",10.923627,49.491033
"Fürth-Dambach",6,"08002153",10.970196,49.46074
"Fürth-Klinikum",6,"08002154",10.96756,49.482403
"Fürth-Unterfürberg",6,"08002155",10.957532,49.474914
"Füssen",6,"08002156",10.696789,47.5707099
"Gablingen",5,"08002162",10.850752,48.463417
"Gadebusch",7,"08011592",11.1194247,53.705173
"Gaildorf West",6,"08002168",9.753892,49.003822
"Gaimersheim",6,"08002171",11.36979,48.798789
"Gaißach",6,"08002173",11.575401,47.737467
"Galgenschanze",7,"08002175",7.744124,49.43549
"Ganderkesee",6,"08002179",8.542777,53.035251
"Gangloffsömmern",7,"08011594",10.954856,51.191473
"Garbeck",7,"08002180",7.839903,51.321459
"Garbenteich",6,"08002182",8.745273,50.540288
"Gardelegen",6,"08011596",11.404536,52.518376
"Garding",7,"08002185",8.77762,54.326053
"Garmisch-Partenkirchen",3,"08002187",11.097013,47.491452
"Gatersleben",7,"08011599",11.291362,51.828111
"Gau Algesheim",4,"08000375",8.016065,49.961432
"Gau Bickelheim",7,"08002191",8.020291,49.840292
"Gaubüttelbrunn",6,"08002195",9.85445201,49.6344384
"Gauting",4,"08002198",11.376146,48.070658
"Gebra (Hainleite)",6,"08011602",10.595388,51.427155
"Geeste",6,"08002203",7.312044,52.598094
"Geestgottberg",7,"08010121",11.736957,52.955743
"Gehlberg",6,"08011603",10.769351,50.683768
"Gehrenseestraße",5,"08089014",13.524834,52.556011
"Geigant",7,"08002205",12.681424,49.323354
"Geilenkirchen",4,"08002206",6.124518,50.961039
"Geilhausen",7,"08002207",7.6387234,50.7714987
"Geiselhöring",6,"08002209",12.392077,48.822392
"Geisenbrunn",5,"08002210",11.324847,48.109157
"Geisenheim",5,"08002212",7.968804,49.985973
"Geising",6,"08011609",13.786064,50.760699
"Geisingen",6,"08002214",8.653951,47.921342
"Geislingen (Steige)",4,"08002218",9.841941,48.619358
"Geislingen West",6,"08002217",9.821909,48.630766
"Geitau",7,"08002220",11.966403,47.693887
"Geithain",4,"08010122",12.697455,51.058217
"Gelbensande",6,"08011611",12.304809,54.198696
"Geldern",5,"08002222",6.319336,51.513289
"Gelnhausen",4,"08000117",9.189278,50.196343
"Gelsenkirchen Hbf",2,"08000118",7.102455,51.504903
"Gelsenkirchen Zoo",6,"08002223",7.111104,51.537686
"Gelsenkirchen-Buer Nord",6,"08002224",7.050593,51.587245
"Gelsenkirchen-Buer Süd",7,"08002225",7.040156,51.549085
"Gelsenkirchen-Hassel",6,"08002226",7.066571,51.610858
"Gelsenkirchen-Rotthausen",6,"08002227",7.089009,51.492642
"Geltendorf",3,"08000119",11.0374552,48.1059912
"Gemünden (Main)",4,"08000120",9.699894,50.050018
"Genderkingen",7,"08002233",10.885159,48.69584
"Gengenbach",4,"08002235",8.01019192,48.4046588
"Gennweiler",6,"08002238",7.049984,49.369979
"Gensingen-Horrweiler",5,"08000121",7.938188,49.89826
"Genthin",4,"08010123",12.157103,52.40322
"Georgensgmünd",4,"08002237",11.0161758,49.1833514
"Gera Hbf",3,"08010125",12.077092,50.883421
"Gera Süd",5,"08010126",12.076443,50.871159
"Gera-Langenberg",7,"08011619",12.0472,50.916971
"Gera-Zwötzen",6,"08011623",12.082181,50.85005
"Geraberg",6,"08011624",10.857196,50.715593
"Geradstetten",5,"08002240",9.439753,48.805203
"Gerhausen",7,"08002242",9.806227,48.39972
"Gerichshain",6,"08011626",12.587444,51.35388
"Gerlachsheim",6,"08002243",9.710612,49.580886
"Gerlenhofen",6,"08002244",10.037282,48.351332
"Germering-Unterpfaffenhofen",3,"08006006",11.364023,48.12887
"Germersheim",5,"08000376",8.365282,49.225402
"Germersheim Mitte/Rhein",5,"08002239",8.379305,49.219876
"Germersheim Süd/Nolte",6,"08002241",8.373755,49.208341
"Gernlinden",4,"08002247",11.300378,48.212765
"Gernrode-Niederorschel",6,"08012492",10.416533,51.383224
"Gernsheim",6,"08002249",8.4902,49.753598
"Geroldshausen",6,"08002251",9.903994,49.686941
"Gerolstein",4,"08000123",6.660372,50.224006
"Gersdorf (b Görlitz)",6,"08011628",14.85425,51.125212
"Gersfeld (Rhön)",6,"08002254",9.91438866,50.4493955
"Gersthofen",6,"08002256",10.861193,48.42302
"Gerstungen",6,"08011629",10.065041,50.964665
"Gertenbach",6,"08002259",9.80438858,51.3798738
"Gerwisch",6,"08011630",11.742095,52.177587
"Geseke",5,"08002262",8.510292,51.64523
"Gessertshausen",5,"08002263",10.732382,48.333715
"Gettenau-Bingenheim",6,"08002265",8.88597608,50.3796952
"Gettorf",6,"08002266",9.978678,54.409893
"Gevelsberg Hbf",6,"08002267",7.33976,51.324399
"Gevelsberg West",6,"08002268",7.313845,51.317276
"Gevelsberg-Kipp",6,"08002509",7.327172,51.31993
"Gevelsberg-Knapp",6,"08001943",7.377884,51.336964
"Giengen (Brenz)",5,"08002272",10.236994,48.620023
"Giersleben",6,"08011632",11.5685445,51.7645997
"Gießen",2,"08000124",8.661462,50.579059
"Gießen Erdkauter Weg",6,"08001826",8.683241,50.571304
"Gießen Licher Straße",6,"08003674",8.697242,50.581667
"Gießen Oswaldsgarten",5,"08002269",8.66896927,50.5881685
"Gifhorn",4,"08000185",10.545786,52.4559636
"Gifhorn-Stadt",6,"08002274",10.54294,52.479774
"Gilching-Argelsried",4,"08002275",11.299598,48.105674
"Gingen (Fils)",6,"08002278",9.787826,48.661039
"Girod",7,"08002280",7.902936,50.454329
"Gittelde",7,"08002281",10.203025,51.787337
"Gladbeck Ost",6,"08002283",6.994813,51.575531
"Gladbeck West",4,"08000125",6.976389,51.574922
"Gladbeck-Zweckel",6,"08002284",6.984424,51.59027
"Glan-Münchweiler",6,"08002286",7.444848,49.470176
"Glashütte (Sachs)",6,"08011636",13.782378,50.851102
"Glaubitz (b Riesa)",6,"08011637",13.365435,51.317562
"Glauburg-Glauberg",6,"08002288",8.9962256,50.3134328
"Glauburg-Stockheim",5,"08000347",9.010123,50.327056
"Glauchau (Sachs)",3,"08010129",12.548646,50.828524
"Glauchau-Schönbörnchen",6,"08010130",12.500671,50.821057
"Glesch",6,"08002290",6.589633,50.971261
"Glöwen",6,"08011641",12.083928,52.903512
"Glückauf",7,"08011643",10.828367,51.389701
"Glückstadt",5,"08002293",9.42832,53.788606
"Gnadau",6,"08010084",11.78115,51.979599
"Gnevkow",6,"08011646",13.17467,53.792896
"Goch",6,"08002296",6.160862,51.681824
"Godramstein",6,"08002300",8.076028,49.20685
"Gokels",7,"08002319",9.470081,54.118755
"Goldbeck (Kr Osterburg)",6,"08011665",11.858149,52.71606
"Goldberg",5,"08005201",9.02043,48.69691
"Goldenstedt (Oldb)",7,"08002320",8.394579,52.800611
"Goldhausen",6,"08002321",7.87305728,50.4614382
"Goldshöfe",6,"08000380",10.128254,48.894221
"Gollmitz (Niederlausitz)",7,"08011667",13.883834,51.703335
"Golm",6,"08013481",12.971864,52.409774
"Golzow (Oderbruch)",6,"08011672",14.51181,52.562531
"Golzow (b Eberswalde)",7,"08011671",13.826975,52.914013
"Golßen (Niederlausitz)",6,"08011668",13.574773,51.974272
"Gommern",6,"08011673",11.83878,52.074002
"Gorgast",6,"08011674",14.551279,52.5631907
"Gosberg",7,"08002329",11.1092055,49.7044583
"Goslar",3,"08000130",10.421436,51.911573
"Gotha",3,"08010136",10.712568,50.93907
"Gotha Ost",6,"08011678",10.720869,50.961881
"Gottenheim",5,"08002334",7.727832,48.051653
"Gotteszell",6,"08002335",12.983435,48.958131
"Gottmadingen",4,"08002337",8.77484143,47.737377
"Goßdorf-Kohlmühle",7,"08011676",14.164655,50.94117
"Goßmannsdorf",6,"08002333",10.025594,49.684959
"Graal-Müritz",6,"08012583",12.245387,54.248777
"Graal-Müritz-Koppelweg",7,"08012584",12.237167,54.24589
"Graben (Lechfeld) Gewerbepark",6,"08002346",10.852411,48.199148
"Graben-Neudorf",3,"08000131",8.49063,49.161797
"Graben-Neudorf Nord",6,"08002345",8.494096,49.177958
"Grabow (Meckl)",6,"08011681",11.564201,53.282902
"Grafenaschau",7,"08002343",11.1374,47.667029
"Grafenau",7,"08002344",13.393327,48.856168
"Grafing Bahnhof",3,"08002347",11.940423,48.043226
"Grafing Stadt",5,"08002348",11.962758,48.047217
"Grafling-Arzting",7,"08002349",12.973322,48.889645
"Grafrath",5,"08002351",11.153259,48.132096
"Grambow",7,"08011689",14.347457,53.417381
"Gransee",5,"08011691",13.16712,53.001076
"Grebenstein",5,"08002358",9.42015946,51.4474846
"Greifswald",4,"08010139",13.370262,54.092923
"Greifswald Süd",6,"08011694",13.396656,54.076443
"Greifswalder Straße",4,"08089011",13.439561,52.54002
"Greiz",6,"08010140",12.1944648,50.652974
"Greiz-Dölau",6,"08011697",12.1852165,50.6308785
"Grenzach",5,"08002365",7.659506,47.5509
"Greppin",6,"08011699",12.297969,51.645358
"Greußen",6,"08011700",10.9414762,51.2291337
"Greven",3,"08002369",7.5993526,52.0899457
"Grevenbroich",4,"08000133",6.580447,51.093701
"Grevesmühlen",6,"08010141",11.184712,53.857468
"Grieben (Meckl)",6,"08011702",11.068569,53.851233
"Griebo",6,"08011703",12.522977,51.880576
"Griefstedt",7,"08084070",11.1367142,51.2305311
"Griesen (Oberbay)",7,"08017041",10.94612,47.478217
"Grießen (Baden)",7,"08002373",8.396003,47.628432
"Grimma ob Bf",5,"08011705",12.714131,51.230076
"Grimmen",6,"08011707",13.034025,54.109739
"Grimmenthal",6,"08010142",10.450512,50.532953
"Grobau",7,"08011709",11.943905,50.432302
"Grombach",6,"08002380",8.996902,49.226145
"Gronau (Westf)",5,"08000382",7.022436,52.215107
"Gronsdorf",4,"08002383",11.698619,48.118401
"Groß Ammensleben",6,"08011714",11.525417,52.235646
"Groß Brütz",6,"08011718",11.251439,53.653088
"Groß Düngen",6,"08002405",10.020077,52.09773
"Groß Gerau",4,"08000136",8.48595411,49.9248833
"Groß Gerau-Dornberg",3,"08002386",8.494709,49.912279
"Groß Gerau-Dornheim",6,"08001511",8.493656,49.877507
"Groß Karben",4,"08002388",8.753528,50.23184
"Groß Kiesow",6,"08011723",13.480617,54.013721
"Groß Kreutz",6,"08011725",12.776335,52.410761
"Groß Köris",6,"08013109",13.650807,52.159607
"Groß Laasch",7,"08011726",11.534139,53.346481
"Groß Lüsewitz",7,"08011729",12.339221,54.073407
"Groß Pankow",6,"08011730",12.047421,53.123014
"Groß Rohrheim",5,"08002391",8.476857,49.714066
"Groß Schwaß",6,"08011735",12.04612,54.077026
"Groß Umstadt Mitte",6,"08002393",8.92470717,49.8640622
"Groß Umstadt-Klein Umstadt",6,"08003315",8.938635,49.894367
"Groß Umstadt-Wiebelsbach",5,"08000384",8.94089699,49.8332043
"Großarmschlag",7,"08002399",13.375921,48.885723
"Großauheim (Kr Hanau)",5,"08002400",8.94383669,50.1070503
"Großbeeren",6,"08011740",13.28477,52.350673
"Großbothen",5,"08010144",12.7591395,51.184007
"Großburgwedel",5,"08002403",9.858535,52.50682
"Großbüllesheim",6,"08002402",6.816188,50.686747
"Großdeuben",6,"08011745",12.383193,51.232352
"Großen Buseck",6,"08002409",8.78207266,50.6057835
"Großen Linden",5,"08002410",8.66209745,50.5282971
"Großengottern",6,"08011746",10.556041,51.144503
"Großenhain Cottb Bf",5,"08011749",13.523916,51.291636
"Großenkneten",6,"08002412",8.241136,52.945057
"Großenlüder",6,"08002413",9.550001,50.592936
"Großfurra",6,"08011750",10.802815,51.398882
"Großgeschaidt",7,"08002416",11.172204,49.565031
"Großharthau",6,"08011751",14.087646,51.102124
